Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
34465,2,4,2,2,6,2,3,0,0,2,0,-1,9,1
34466,1,1,3,2,30,6,3,8,1,0,0,-1,0,-1
34467,1,2,3,1,30,6,3,8,1,0,0,-1,0,-1
34468,2,1,1,1,34,6,3,0,0,0,0,-1,9,1
34469,1,1,1,1,36,7,3,0,0,0,0,-1,9,1
34470,1,5,2,2,2,1,3,0,0,2,0,-1,9,2
34471,1,6,2,2,36,7,2,0,0,2,0,-1,9,2
34472,1,7,2,2,4,1,3,0,0,2,0,-1,9,2
34473,2,2,1,2,30,6,3,0,0,0,0,-1,9,2
34474,2,3,2,2,2,1,3,0,0,2,0,-1,9,2
34475,2,4,2,2,17,4,2,0,0,2,0,-1,9,2
34476,1,1,3,1,30,6,3,8,5,0,0,-1,0,-1
34477,2,1,1,2,57,9,2,0,0,0,0,-1,16,2
34478,2,1,1,1,28,6,3,0,0,0,0,-1,1,1
34479,1,1,1,2,62,9,3,0,0,0,0,-1,9,2
34480,2,2,1,2,65,9,3,0,0,0,0,-1,9,-1
34481,2,1,1,2,33,6,3,0,0,0,0,-1,1,2
34482,1,1,1,2,20,4,3,0,0,0,0,-1,9,1
34483,2,2,1,2,35,6,3,0,0,0,0,-1,9,1
34484,1,1,1,1,17,4,3,0,0,0,0,-1,9,3
34485,2,2,1,1,39,7,3,0,0,0,0,-1,9,2
34486,2,3,2,2,46,8,3,0,0,1,0,-1,9,2
34487,2,4,2,1,10,2,3,0,0,2,0,-1,9,2
34488,2,5,2,2,13,3,3,0,0,2,0,-1,9,2
34489,2,1,1,2,39,7,3,0,0,0,0,-1,1,1
34490,1,2,2,2,46,8,3,0,0,2,3,-1,11,1
34491,2,1,2,2,12,3,3,0,0,1,0,-1,9,1
34492,2,1,1,1,16,4,3,0,0,0,0,-1,2,1
34493,1,1,3,1,12,3,3,10,9,0,0,-1,0,1
34494,1,1,3,1,17,4,2,9,5,0,0,-1,0,3
34495,1,1,3,2,51,8,2,10,9,0,0,-1,0,3
34496,2,1,1,1,50,8,3,0,0,0,0,-1,19,1
34497,1,1,1,1,30,6,3,0,0,0,0,-1,4,-1
34498,2,2,1,2,32,6,3,0,0,0,0,-1,9,1
34499,1,1,3,2,39,7,3,5,9,0,0,-1,0,3
34500,2,1,2,1,11,3,3,0,0,2,0,-1,9,3
34501,2,1,1,1,60,9,2,0,0,0,0,-1,1,1
34502,1,1,1,1,23,5,3,0,0,0,0,-1,9,1
34503,1,1,3,1,39,7,2,5,1,0,0,-1,0,2
34504,2,1,1,1,16,4,3,0,0,0,0,-1,2,3
34505,1,1,3,1,83,11,1,5,1,0,0,-1,0,1
34506,2,1,1,1,27,6,3,0,0,0,0,-1,9,1
34507,2,1,2,1,16,4,3,0,0,0,4,-1,11,3
34508,1,1,1,1,74,10,3,0,0,0,0,-1,9,1
34509,1,1,1,1,18,4,3,0,0,0,0,-1,9,3
34510,1,3,2,1,17,4,3,0,0,1,0,-1,9,-1
34511,1,4,2,2,17,4,3,0,0,2,0,-1,9,-1
34512,2,2,1,2,61,9,3,0,0,0,0,-1,9,3
34513,1,1,1,2,93,11,3,0,0,0,0,-1,9,2
34514,2,2,1,1,31,6,3,0,0,0,0,-1,9,-1
34515,2,3,2,2,35,6,3,0,0,1,0,-1,9,1
34516,1,1,1,1,45,7,3,0,0,0,0,-1,9,2
34517,3,2,1,1,45,7,3,0,0,0,0,-1,9,2
34518,1,1,3,1,51,8,3,6,8,0,0,-1,0,3
34519,2,1,1,1,22,5,2,0,0,0,0,-1,4,-1
34520,2,1,1,2,44,7,3,0,0,0,0,-1,9,1
34521,1,1,3,2,21,5,2,1,1,0,0,-1,0,1
34522,1,1,3,2,13,3,3,5,3,0,0,-1,0,1
34523,1,1,3,1,75,10,2,10,1,0,0,-1,0,-1
34524,1,1,1,2,19,4,3,0,0,0,0,-1,9,1
34525,1,3,2,2,39,7,3,0,0,1,0,-1,9,-1
34526,1,4,2,1,22,5,3,0,0,2,0,-1,9,-1
34527,2,2,1,1,19,4,3,0,0,0,0,-1,9,1
34528,1,1,3,1,41,7,2,9,8,0,0,-1,0,2
34529,1,1,1,1,47,8,2,0,0,0,0,-1,9,2
34530,2,1,1,1,48,8,3,0,0,0,0,-1,1,3
34531,2,1,1,1,47,8,3,0,0,0,0,-1,9,1
34532,2,4,2,1,15,3,3,0,0,1,0,-1,9,1
34533,3,2,1,1,59,9,1,0,0,0,0,-1,9,-1
34534,3,3,2,2,46,8,3,0,0,1,0,-1,9,-1
34535,1,1,1,1,26,6,3,0,0,0,0,-1,9,3
34536,1,1,3,1,47,8,3,6,9,0,0,-1,0,1
34537,2,1,2,1,17,4,3,0,0,1,0,-1,9,1
34538,2,2,2,2,11,3,3,0,0,2,0,-1,9,1
34539,1,1,1,2,19,4,3,0,0,0,0,-1,9,3
34540,1,1,3,2,14,3,3,8,1,0,0,-1,0,1
34541,2,1,1,2,45,7,3,0,0,0,0,-1,9,3
34542,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
34543,2,1,1,2,45,7,3,0,0,0,0,-1,9,2
34544,1,1,1,1,22,5,3,0,0,0,0,-1,9,3
34545,2,1,1,2,65,9,3,0,0,0,0,-1,9,1
34546,1,1,2,1,91,11,3,0,0,1,0,-1,9,1
34547,1,1,3,1,9,2,3,5,4,0,0,-1,0,2
34548,1,1,3,2,45,7,3,9,6,0,0,-1,0,1
34549,1,2,2,1,19,4,3,0,0,1,0,-1,9,-1
34550,2,1,1,1,65,9,3,0,0,0,0,-1,9,1
34551,2,1,1,1,59,9,3,0,0,0,0,-1,9,3
34552,1,1,3,1,7,2,3,1,1,0,0,-1,0,1
34553,1,1,1,1,20,4,3,0,0,0,0,-1,9,3
34554,1,2,2,1,22,5,3,0,0,1,0,-1,9,-1
34555,1,3,2,1,21,5,3,0,0,2,0,-1,9,-1
34556,2,1,1,2,28,6,3,0,0,0,0,-1,9,3
34557,1,2,2,1,30,6,3,0,0,1,0,-1,9,-1
34558,2,1,1,1,79,11,3,0,0,0,0,-1,9,3
34559,1,1,1,1,40,7,3,0,0,0,0,-1,5,1
34560,2,1,1,1,16,4,3,0,0,0,0,-1,2,1
34561,1,1,1,1,26,6,3,0,0,0,0,-1,9,-1
34562,2,2,1,1,22,5,3,0,0,0,0,-1,9,3
34563,2,3,2,2,24,5,3,0,0,2,0,-1,9,-1
34564,2,1,2,1,73,10,3,0,0,0,4,-1,11,1
34565,2,1,2,2,6,2,3,0,0,2,0,-1,9,2
34566,2,2,2,2,6,2,3,0,0,2,0,-1,9,2
34567,1,1,1,2,19,4,3,0,0,0,0,-1,9,3
34568,2,1,1,1,20,4,3,0,0,0,0,-1,9,1
34569,2,2,2,2,20,4,3,0,0,1,0,-1,9,3
34570,1,1,1,1,29,6,3,0,0,0,0,-1,20,1
34571,1,1,1,2,43,7,3,0,0,0,0,-1,9,2
34572,2,2,1,1,31,6,3,0,0,0,0,-1,90,1
34573,1,1,1,1,75,10,3,0,0,0,0,-1,9,3
34574,1,2,2,2,69,10,3,0,0,1,0,-1,9,3
34575,2,1,1,1,21,5,3,0,0,0,0,-1,19,3
34576,2,2,2,2,18,4,3,0,0,1,0,-1,19,3
34577,2,3,2,2,21,5,3,0,0,1,0,-1,19,3
34578,1,1,1,1,17,4,3,0,0,0,0,-1,9,2
34579,1,2,2,1,17,4,3,0,0,1,0,-1,9,2
34580,2,1,2,2,69,10,3,0,0,1,0,-1,9,-1
34581,1,1,1,2,71,10,3,0,0,0,0,-1,9,-1
34582,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
34583,1,2,2,1,16,4,3,0,0,1,0,-1,9,-1
34584,1,1,2,1,20,4,3,0,0,2,0,-1,9,-1
34585,1,1,3,1,22,5,3,5,1,0,0,-1,0,-1
34586,2,1,2,2,39,7,3,0,0,1,0,-1,9,-1
34587,1,1,1,2,59,9,3,0,0,0,0,-1,9,2
34588,1,1,1,1,46,8,3,0,0,0,0,-1,9,-1
34589,1,3,2,2,46,8,3,0,0,1,0,-1,9,-1
34590,1,4,2,1,14,3,3,0,0,2,0,-1,9,-1
34591,2,2,1,2,23,5,3,0,0,0,0,-1,9,2
34592,1,1,1,2,19,4,3,0,0,0,0,-1,9,3
34593,2,2,1,2,37,7,3,0,0,0,0,-1,9,1
34594,2,3,2,1,35,6,3,0,0,1,0,-1,9,1
34595,1,1,2,2,16,4,3,0,0,2,0,-1,9,1
34596,2,1,2,1,43,7,3,0,0,1,0,-1,9,1
34597,1,1,1,2,37,7,2,0,0,0,0,-1,9,3
34598,1,2,2,2,18,4,3,0,0,1,0,-1,9,-1
34599,2,1,1,2,18,4,3,0,0,0,0,-1,9,3
34600,2,1,1,1,46,8,3,0,0,0,0,-1,19,2
34601,2,2,2,1,35,6,3,0,0,1,0,-1,19,3
34602,2,1,1,1,32,6,3,0,0,0,0,-1,9,1
34603,2,1,1,1,27,6,3,0,0,0,0,-1,20,1
34604,3,2,1,2,19,4,3,0,0,0,0,-1,9,1
34605,1,1,1,2,41,7,3,0,0,0,0,-1,9,-1
34606,1,1,3,1,16,4,3,5,9,0,0,-1,0,1
34607,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
34608,1,1,3,1,35,6,3,1,3,0,0,-1,0,1
34609,1,1,1,1,53,8,3,0,0,0,0,-1,9,3
34610,1,1,1,1,35,6,3,0,0,0,0,-1,9,3
34611,2,2,1,1,45,7,3,0,0,0,0,-1,9,3
34612,2,1,1,1,63,9,3,0,0,0,0,-1,9,1
34613,1,1,1,1,60,9,3,0,0,0,0,-1,9,2
34614,1,3,2,2,61,9,3,0,0,1,0,-1,9,2
34615,2,2,1,2,22,5,3,0,0,0,0,-1,9,3
34616,2,1,1,2,43,7,3,0,0,0,0,-1,9,1
34617,3,2,1,1,18,4,3,0,0,0,0,-1,9,1
34618,2,1,1,2,25,5,3,0,0,0,0,-1,9,2
34619,1,1,1,1,24,5,2,0,0,0,0,-1,9,1
34620,2,1,1,1,11,3,3,0,0,0,0,-1,1,1
34621,1,1,1,2,33,6,3,0,0,0,0,-1,9,2
34622,1,1,1,2,41,7,3,0,0,0,0,-1,9,3
34623,1,2,2,2,66,10,2,0,0,1,0,-1,9,2
34624,1,3,2,2,9,2,3,0,0,2,0,-1,9,3
34625,2,1,1,1,20,4,3,0,0,0,0,-1,9,1
34626,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
34627,2,1,1,1,20,4,3,0,0,0,0,-1,3,-1
34628,1,1,3,2,49,8,3,5,3,0,0,-1,0,-1
34629,2,1,1,2,59,9,3,0,0,0,0,-1,9,3
34630,1,1,3,2,19,4,3,1,1,0,0,-1,0,-1
34631,2,1,1,2,25,5,3,0,0,0,0,-1,9,1
34632,2,2,2,2,63,9,3,0,0,1,0,-1,9,1
34633,2,1,1,2,30,6,3,0,0,0,0,-1,9,1
34634,2,1,1,1,27,6,3,0,0,0,0,-1,4,1
34635,1,1,3,1,44,7,3,9,5,0,0,-1,0,1
34636,1,1,3,1,35,6,3,7,3,0,0,-1,0,1
34637,2,1,1,1,36,7,3,0,0,0,0,-1,9,-1
34638,1,1,1,1,41,7,3,0,0,0,0,-1,9,1
34639,1,2,1,2,37,7,3,0,0,0,0,-1,9,-1
34640,2,1,1,1,25,5,2,0,0,0,0,-1,3,1
34641,2,1,1,2,45,7,3,0,0,0,0,-1,9,1
34642,1,1,1,2,43,7,3,0,0,0,0,-1,9,1
34643,1,1,1,1,43,7,2,0,0,0,0,-1,9,1
34644,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
34645,2,2,1,2,26,6,3,0,0,0,0,-1,9,1
34646,1,1,1,1,25,5,2,0,0,0,0,-1,9,1
34647,2,1,2,1,25,5,3,0,0,1,0,-1,9,-1
34648,1,1,2,2,70,10,3,0,0,1,0,-1,9,1
34649,2,1,1,1,45,7,3,0,0,0,0,-1,19,1
34650,1,1,3,2,21,5,3,4,1,0,0,-1,0,1
34651,1,1,3,1,84,11,2,5,1,0,0,-1,0,-1
34652,2,1,1,2,19,4,3,0,0,0,0,-1,1,1
34653,2,1,1,2,35,6,3,0,0,0,0,-1,9,1
34654,2,1,1,1,19,4,3,0,0,0,0,-1,2,-1
34655,1,1,3,1,78,11,2,1,1,0,0,-1,0,1
34656,2,1,1,1,53,8,3,0,0,0,0,-1,19,-1
34657,2,2,2,2,53,8,3,0,0,1,0,-1,19,-1
34658,1,1,1,2,71,10,3,0,0,0,0,-1,9,2
34659,2,2,1,1,26,6,3,0,0,0,0,-1,9,1
34660,1,1,1,1,67,10,3,0,0,0,0,-1,9,1
34661,1,1,2,2,35,6,3,0,0,1,0,-1,9,1
34662,2,1,1,2,38,7,3,0,0,0,0,-1,9,-1
34663,3,2,1,2,36,7,3,0,0,0,0,-1,9,1
34664,2,1,1,1,16,4,3,0,0,0,0,-1,3,1
34665,2,1,1,1,13,3,3,0,0,0,0,-1,1,1
34666,2,1,2,1,22,5,3,0,0,1,0,-1,9,1
34667,2,1,1,2,25,5,3,0,0,0,0,-1,9,-1
34668,1,1,1,2,37,7,3,0,0,0,0,-1,9,1
34669,2,1,2,1,18,4,3,0,0,1,0,-1,9,-1
34670,1,1,3,2,19,4,3,5,1,0,0,-1,0,1
34671,2,1,2,2,26,6,3,0,0,1,0,-1,9,1
34672,1,1,2,1,22,5,3,0,0,1,0,-1,19,-1
34673,2,1,1,1,42,7,3,0,0,0,0,-1,5,1
34674,1,1,1,2,74,10,1,0,0,0,0,-1,9,1
34675,1,2,2,1,84,11,1,0,0,1,0,-1,9,1
34676,2,3,2,1,55,8,2,0,0,1,0,-1,9,2
34677,2,4,1,1,50,8,3,0,0,0,0,-1,9,1
34678,2,1,1,2,20,4,3,0,0,0,0,-1,9,1
34679,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
34680,1,2,2,2,53,8,3,0,0,1,0,-1,9,-1
34681,2,3,1,1,59,9,3,0,0,0,0,-1,9,1
34682,2,1,1,1,43,7,3,0,0,0,0,-1,9,1
34683,2,2,2,1,33,6,3,0,0,1,0,-1,9,1
34684,1,1,1,1,39,7,3,0,0,0,0,-1,9,1
34685,1,1,3,1,56,9,2,4,3,0,0,-1,0,1
34686,1,1,3,1,11,3,3,5,1,0,0,-1,0,-1
34687,2,1,2,2,34,6,3,0,0,1,0,-1,9,-1
34688,2,2,2,1,2,1,3,0,0,1,0,-1,9,-1
34689,2,3,1,1,33,6,3,0,0,0,0,-1,9,1
34690,1,1,3,1,46,8,3,4,3,0,0,-1,0,-1
34691,2,1,1,1,33,6,1,0,0,0,0,-1,1,1
34692,1,1,2,1,17,4,3,0,0,1,0,-1,9,-1
34693,2,2,2,1,39,7,3,0,0,1,0,-1,9,-1
34694,1,1,1,2,46,8,3,0,0,0,0,-1,9,1
34695,1,2,2,1,45,7,3,0,0,1,0,-1,9,1
34696,1,1,3,2,20,4,3,6,7,0,0,-1,0,1
34697,2,1,1,1,17,4,2,0,0,0,0,-1,3,-1
34698,2,1,1,1,41,7,3,0,0,0,0,-1,9,1
34699,2,1,1,2,24,5,3,0,0,0,0,-1,9,1
34700,1,1,1,2,58,9,3,0,0,0,0,-1,9,1
34701,1,2,2,2,62,9,3,0,0,1,0,-1,9,-1
34702,1,1,1,1,44,7,3,0,0,0,0,-1,9,1
34703,1,1,1,1,56,9,3,0,0,0,0,-1,1,-1
34704,2,1,1,2,38,7,3,0,0,0,0,-1,9,1
34705,2,1,1,1,51,8,3,0,0,0,0,-1,9,1
34706,2,2,2,2,88,11,3,0,0,1,0,-1,9,1
34707,2,1,1,1,30,6,2,0,0,0,0,-1,5,1
34708,1,1,3,2,-1,-1,3,1,3,0,0,-1,0,-1
34709,2,1,1,2,46,8,3,0,0,0,0,-1,9,1
34710,2,2,2,2,11,3,3,0,0,1,0,-1,9,1
34711,2,1,1,1,13,3,3,0,0,0,0,-1,1,-1
34712,2,1,2,1,14,3,3,0,0,2,0,-1,9,-1
34713,2,2,2,2,14,3,3,0,0,1,0,-1,9,1
34714,2,1,2,2,65,9,3,0,0,2,3,-1,11,1
34715,1,1,3,1,14,3,3,6,5,0,0,-1,0,1
34716,2,1,1,2,26,6,3,0,0,0,0,-1,9,-1
34717,1,1,1,2,31,6,3,0,0,0,0,-1,9,1
34718,1,1,3,1,-1,-1,3,5,2,0,0,-1,0,-1
34719,1,1,1,1,15,3,2,0,0,0,0,-1,9,-1
34720,2,1,1,1,49,8,3,0,0,0,0,-1,1,1
34721,1,1,3,1,29,6,3,9,5,0,0,-1,0,1
34722,1,1,1,1,36,7,3,0,0,0,0,-1,9,-1
34723,1,1,3,2,8,2,3,5,2,0,0,-1,0,1
34724,1,1,3,2,7,2,2,1,1,0,0,-1,0,-1
34725,2,1,1,1,34,6,3,0,0,0,0,-1,5,1
34726,3,1,1,2,26,6,3,0,0,0,0,-1,9,1
34727,1,1,2,2,28,6,2,0,0,1,0,-1,9,2
34728,1,2,1,2,27,6,2,0,0,0,0,-1,9,2
34729,1,3,2,2,21,5,3,0,0,2,0,-1,9,1
34730,3,4,1,1,56,9,3,0,0,0,0,-1,21,-1
34731,2,1,1,1,37,7,3,0,0,0,0,-1,8,1
34732,1,1,3,2,15,3,3,4,3,0,0,-1,0,1
34733,1,1,1,1,23,5,2,0,0,0,0,-1,3,1
34734,2,1,1,2,21,5,3,0,0,0,0,-1,9,1
34735,2,1,1,2,32,6,3,0,0,0,0,-1,9,1
34736,2,2,2,2,56,9,3,0,0,1,0,-1,9,-1
34737,1,1,1,1,27,6,3,0,0,0,0,-1,11,1
34738,1,1,3,2,16,4,3,5,1,0,0,-1,0,-1
34739,1,1,1,1,25,5,3,0,0,0,0,-1,9,1
34740,1,2,2,1,21,5,3,0,0,1,0,-1,9,2
34741,2,1,1,2,23,5,3,0,0,0,0,-1,9,1
34742,2,1,1,2,30,6,3,0,0,0,0,-1,9,1
34743,2,1,1,2,45,7,3,0,0,0,0,-1,9,1
34744,2,1,1,2,38,7,3,0,0,0,0,-1,9,1
34745,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
34746,1,1,1,1,37,7,3,0,0,0,0,-1,9,2
34747,2,2,1,2,39,7,3,0,0,0,0,-1,9,1
34748,2,3,2,2,43,7,3,0,0,1,0,-1,9,1
34749,1,1,1,2,57,9,3,0,0,0,0,-1,9,1
34750,1,1,1,1,15,3,3,0,0,0,0,-1,1,1
34751,1,1,1,1,24,5,3,0,0,0,0,-1,9,-1
34752,2,2,1,1,18,4,3,0,0,0,0,-1,3,-1
34753,2,1,1,1,73,10,3,0,0,0,0,-1,9,1
34754,1,1,1,1,72,10,2,0,0,0,0,-1,9,1
34755,4,2,1,2,68,10,2,0,0,0,0,-1,9,1
34756,5,4,2,2,26,6,3,0,0,1,0,-1,9,-1
34757,8,3,1,2,33,6,3,0,0,0,0,-1,9,1
34758,2,1,1,2,27,6,3,0,0,0,0,-1,9,1
34759,2,1,1,1,19,4,3,0,0,0,0,-1,9,-1
34760,1,1,3,1,6,2,3,5,1,0,0,-1,0,1
34761,1,1,1,1,24,5,3,0,0,0,0,-1,19,-1
34762,2,2,1,1,27,6,3,0,0,0,0,-1,9,-1
34763,2,1,1,1,33,6,3,0,0,0,0,-1,1,1
34764,1,1,2,1,17,4,3,0,0,1,0,-1,9,-1
34765,1,2,1,1,17,4,3,0,0,0,0,-1,9,1
34766,1,1,1,1,68,10,3,0,0,0,0,-1,9,1
34767,1,1,3,2,55,8,2,9,7,0,0,-1,0,1
34768,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
34769,2,2,2,1,17,4,3,0,0,1,0,-1,9,-1
34770,2,3,2,1,18,4,3,0,0,2,0,-1,9,1
34771,1,1,1,2,20,4,3,0,0,0,0,-1,9,3
34772,2,1,1,1,51,8,3,0,0,0,0,-1,5,1
34773,1,1,1,1,93,11,3,0,0,0,0,-1,9,1
34774,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
34775,2,2,1,1,91,11,3,0,0,0,0,-1,9,1
34776,2,1,1,2,28,6,3,0,0,0,0,-1,9,1
34777,2,1,1,1,26,6,3,0,0,0,0,-1,9,1
34778,1,1,2,1,18,4,2,0,0,2,0,-1,9,3
34779,1,2,2,1,22,5,3,0,0,1,0,-1,9,1
34780,1,3,2,1,22,5,3,0,0,2,0,-1,9,-1
34781,1,4,1,1,21,5,3,0,0,0,0,-1,9,1
34782,2,1,1,2,56,9,3,0,0,0,0,-1,9,1
34783,1,1,1,2,52,8,2,0,0,0,0,-1,9,-1
34784,2,1,1,1,16,4,2,0,0,0,0,-1,1,1
34785,1,1,1,2,40,7,3,0,0,0,0,-1,9,1
34786,2,1,1,1,57,9,3,0,0,0,0,-1,19,1
34787,1,1,1,2,21,5,3,0,0,0,0,-1,9,1
34788,2,1,1,1,25,5,3,0,0,0,0,-1,9,-1
34789,1,1,1,2,28,6,3,0,0,0,0,-1,9,1
34790,2,2,1,2,50,8,3,0,0,0,0,-1,9,2
34791,2,1,1,2,46,8,3,0,0,0,0,-1,9,1
34792,2,2,2,2,83,11,3,0,0,1,0,-1,9,1
34793,1,1,1,2,19,4,3,0,0,0,0,-1,9,2
34794,2,2,2,1,4,1,3,0,0,2,0,-1,9,1
34795,2,3,2,2,9,2,3,0,0,2,0,-1,9,1
34796,2,1,1,2,50,8,3,0,0,0,0,-1,9,1
34797,2,1,1,2,26,6,3,0,0,0,0,-1,9,1
34798,1,1,1,1,17,4,2,0,0,0,0,-1,3,1
34799,1,1,1,1,24,5,3,0,0,0,0,-1,1,-1
34800,1,1,3,1,11,3,3,5,2,0,0,-1,0,1
34801,1,3,1,1,59,9,3,0,0,0,0,-1,9,1
34802,2,1,2,2,38,7,3,0,0,1,0,-1,9,-1
34803,2,2,1,2,52,8,3,0,0,0,0,-1,9,1
34804,1,1,1,1,73,10,3,0,0,0,0,-1,9,1
34805,1,1,3,2,8,2,3,4,1,0,0,-1,0,1
34806,1,1,1,1,17,4,3,0,0,0,0,-1,9,1
34807,1,2,2,1,16,4,3,0,0,1,0,-1,9,1
34808,2,1,1,2,57,9,3,0,0,0,0,-1,9,1
34809,2,1,1,2,37,7,3,0,0,0,0,-1,9,2
34810,2,1,1,2,35,6,3,0,0,0,0,-1,9,1
34811,1,1,1,2,67,10,3,0,0,0,0,-1,9,1
34812,1,2,2,2,74,10,3,0,0,1,0,-1,9,1
34813,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
34814,2,2,1,1,47,8,3,0,0,0,0,-1,20,1
34815,2,1,2,2,20,4,3,0,0,1,0,-1,19,-1
34816,2,1,2,2,64,9,3,0,0,1,0,-1,9,1
34817,2,2,2,1,56,9,3,0,0,2,0,-1,9,-1
34818,2,1,1,2,24,5,3,0,0,0,0,-1,9,1
34819,1,1,3,2,3,1,3,5,2,0,0,-1,0,1
34820,1,1,3,1,25,5,2,5,1,0,0,-1,0,-1
34821,2,1,1,1,58,9,3,0,0,0,0,-1,1,-1
34822,2,1,1,2,38,7,3,0,0,0,0,-1,9,1
34823,1,1,1,1,16,4,3,0,0,0,0,-1,2,1
34824,2,1,2,2,30,6,3,0,0,1,0,-1,9,-1
34825,1,1,1,1,44,7,3,0,0,0,0,-1,9,1
34826,1,1,2,2,33,6,3,0,0,1,0,-1,9,1
34827,1,2,1,1,33,6,3,0,0,0,0,-1,9,1
34828,1,1,3,2,19,4,3,6,5,0,0,-1,0,-1
34829,2,1,1,1,49,8,3,0,0,0,0,-1,9,1
34830,2,2,2,2,56,9,3,0,0,1,0,-1,9,-1
34831,2,3,2,1,19,4,3,0,0,2,0,-1,9,-1
34832,1,1,2,2,64,9,3,0,0,1,0,-1,9,1
34833,1,2,2,1,19,4,3,0,0,2,0,-1,9,1
34834,1,1,1,1,72,10,3,0,0,0,0,-1,9,1
34835,2,1,1,1,24,5,3,0,0,0,0,-1,1,1
34836,1,1,3,2,73,10,3,5,3,0,0,-1,0,1
34837,2,1,2,2,44,7,3,0,0,1,0,-1,5,1
34838,2,2,1,1,52,8,2,0,0,0,0,-1,5,1
34839,1,1,1,1,29,6,3,0,0,0,0,-1,1,-1
34840,2,1,1,1,17,4,3,0,0,0,0,-1,9,1
34841,1,1,1,1,19,4,3,0,0,0,0,-1,2,-1
34842,2,1,1,1,36,7,3,0,0,0,0,-1,19,1
34843,2,2,2,1,-1,-1,3,0,0,1,0,-1,19,-1
34844,2,1,1,1,33,6,3,0,0,0,0,-1,1,-1
34845,2,1,1,1,17,4,3,0,0,0,0,-1,2,1
34846,1,1,2,2,-1,-1,3,0,0,1,2,-1,11,-1
34847,1,1,3,1,41,7,3,5,1,0,0,-1,0,-1
34848,2,1,1,2,20,4,3,0,0,0,0,-1,9,1
34849,2,1,1,1,29,6,3,0,0,0,0,-1,5,1
34850,2,1,1,2,31,6,3,0,0,0,0,-1,9,1
34851,2,2,2,2,20,4,3,0,0,1,0,-1,9,1
34852,1,1,2,1,21,5,3,0,0,1,0,-1,19,-1
34853,2,2,1,1,58,9,3,0,0,0,0,-1,8,-1
34854,2,1,1,2,42,7,3,0,0,0,0,-1,9,1
34855,2,1,1,1,26,6,3,0,0,0,0,-1,9,1
34856,2,2,2,2,19,4,3,0,0,1,0,-1,9,1
34857,2,3,2,1,27,6,3,0,0,2,0,-1,9,-1
34858,2,1,1,1,17,4,3,0,0,0,0,-1,2,-1
34859,1,1,1,1,16,4,3,0,0,0,0,-1,2,1
34860,2,1,1,2,35,6,3,0,0,0,0,-1,9,3
34861,1,1,1,2,33,6,3,0,0,0,0,-1,9,3
34862,2,1,2,1,12,3,3,0,0,2,0,-1,9,1
34863,2,2,2,1,39,7,3,0,0,1,0,-1,9,-1
34864,1,1,2,1,17,4,3,0,0,1,0,-1,9,1
34865,2,1,1,1,55,8,3,0,0,0,0,-1,1,1
34866,1,1,3,1,-1,-1,2,5,3,0,0,-1,0,1
34867,1,1,2,2,45,7,3,0,0,1,2,-1,11,1
34868,1,1,3,1,12,3,3,5,2,0,0,-1,0,1
34869,2,1,1,1,64,9,3,0,0,0,0,-1,9,-1
34870,1,1,2,2,74,10,3,0,0,1,0,-1,9,1
34871,1,1,3,2,20,4,3,1,2,0,0,-1,0,1
34872,1,1,1,2,52,8,3,0,0,0,0,-1,9,1
34873,1,1,1,2,11,3,2,0,0,0,0,-1,1,1
34874,2,1,1,1,33,6,3,0,0,0,0,-1,3,1
34875,1,1,3,2,12,3,3,5,2,0,0,-1,0,1
34876,1,1,1,1,17,4,3,0,0,0,0,-1,9,1
34877,1,2,2,1,18,4,3,0,0,1,0,-1,9,3
34878,1,3,2,1,17,4,3,0,0,2,0,-1,9,1
34879,1,1,3,1,11,3,3,5,4,0,0,-1,0,-1
34880,1,1,3,1,12,3,3,5,1,0,0,-1,0,-1
34881,1,1,3,1,16,4,3,5,1,0,0,-1,0,1
34882,2,1,2,1,69,10,3,0,0,1,3,-1,11,1
34883,1,3,2,2,36,7,3,0,0,1,0,-1,9,1
34884,2,1,2,2,-1,-1,3,0,0,2,4,-1,11,-1
34885,2,2,2,2,-1,-1,3,0,0,2,4,-1,11,-1
34886,1,1,3,1,21,5,3,5,1,0,0,-1,0,-1
34887,1,1,1,1,24,5,3,0,0,0,0,-1,9,1
34888,1,2,3,2,7,2,2,5,4,0,0,-1,0,-1
34889,2,1,1,2,35,6,3,0,0,0,0,-1,9,1
34890,3,1,1,2,38,7,3,0,0,0,0,-1,9,1
34891,1,1,3,1,32,6,3,9,5,0,0,-1,0,1
34892,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,1
